Grp	Grpseq	codepoint	Graph	Name	NumericValue	BidirectionalClass	BidirectionalMirrored	Block	CanonicalCombiningClass	CantoneseReading	Category	DecompositionMapping	DecompositionType	Definition	HangulReading	JapaneseKunReading	JapaneseOnReading	KoreanReading	MandarinReading	AliasName	AliasKind	NumericType	OldName	SimpleLowerCaseMapping	SimpleTitleCaseMapping	SimpleUpperCaseMapping	SimplifiedVariant	TraditionalVariant	UnicodeRadicalStrokeCounts	VietnameseReading	IsAscii	IsBmp	Plane
224	1	13007	㋏	LIMITED LIABILITY SIGN	-	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	LTD	Square	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
225	1	13008	㋐	CIRCLED KATAKANA A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ア	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
226	1	13009	㋑	CIRCLED KATAKANA I	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	イ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
227	1	13010	㋒	CIRCLED KATAKANA U	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ウ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
228	1	13011	㋓	CIRCLED KATAKANA E	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	エ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
229	1	13012	㋔	CIRCLED KATAKANA O	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	オ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
230	1	13013	㋕	CIRCLED KATAKANA KA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	カ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
231	1	13014	㋖	CIRCLED KATAKANA KI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	キ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
232	1	13015	㋗	CIRCLED KATAKANA KU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ク	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
233	1	13016	㋘	CIRCLED KATAKANA KE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ケ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
234	1	13017	㋙	CIRCLED KATAKANA KO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	コ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
235	1	13018	㋚	CIRCLED KATAKANA SA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	サ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
236	1	13019	㋛	CIRCLED KATAKANA SI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	シ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
237	1	13020	㋜	CIRCLED KATAKANA SU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ス	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
238	1	13021	㋝	CIRCLED KATAKANA SE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	セ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
239	1	13022	㋞	CIRCLED KATAKANA SO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ソ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
240	1	13023	㋟	CIRCLED KATAKANA TA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	タ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
241	1	13024	㋠	CIRCLED KATAKANA TI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	チ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
242	1	13025	㋡	CIRCLED KATAKANA TU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ツ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
243	1	13026	㋢	CIRCLED KATAKANA TE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	テ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
244	1	13027	㋣	CIRCLED KATAKANA TO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ト	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
245	1	13028	㋤	CIRCLED KATAKANA NA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ナ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
246	1	13029	㋥	CIRCLED KATAKANA NI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ニ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
247	1	13030	㋦	CIRCLED KATAKANA NU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヌ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
248	1	13031	㋧	CIRCLED KATAKANA NE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ネ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
249	1	13032	㋨	CIRCLED KATAKANA NO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ノ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
250	1	13033	㋩	CIRCLED KATAKANA HA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ハ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
251	1	13034	㋪	CIRCLED KATAKANA HI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヒ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
252	1	13035	㋫	CIRCLED KATAKANA HU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	フ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
253	1	13036	㋬	CIRCLED KATAKANA HE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヘ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
254	1	13037	㋭	CIRCLED KATAKANA HO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ホ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
255	1	13038	㋮	CIRCLED KATAKANA MA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	マ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
256	1	13039	㋯	CIRCLED KATAKANA MI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ミ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
257	1	13040	㋰	CIRCLED KATAKANA MU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ム	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
258	1	13041	㋱	CIRCLED KATAKANA ME	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	メ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
259	1	13042	㋲	CIRCLED KATAKANA MO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	モ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
260	1	13043	㋳	CIRCLED KATAKANA YA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヤ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
261	1	13044	㋴	CIRCLED KATAKANA YU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ユ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
262	1	13045	㋵	CIRCLED KATAKANA YO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヨ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
263	1	13046	㋶	CIRCLED KATAKANA RA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ラ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
264	1	13047	㋷	CIRCLED KATAKANA RI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	リ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
265	1	13048	㋸	CIRCLED KATAKANA RU	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ル	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
266	1	13049	㋹	CIRCLED KATAKANA RE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	レ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
267	1	13050	㋺	CIRCLED KATAKANA RO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ロ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
268	1	13051	㋻	CIRCLED KATAKANA WA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ワ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
269	1	13052	㋼	CIRCLED KATAKANA WI	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヰ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
270	1	13053	㋽	CIRCLED KATAKANA WE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヱ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
271	1	13054	㋾	CIRCLED KATAKANA WO	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ヲ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
272	1	13055	㋿	SQUARE ERA NAME REIWA	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	令和	Square	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
273	1	13056	㌀	SQUARE APAATO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	アパート	Square	-	-	-	-	-	-			None	SQUARED APAATO	-	-	-	-	-		-	False	True	0
274	1	13057	㌁	SQUARE ARUHUA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	アルファ	Square	-	-	-	-	-	-			None	SQUARED ARUHUA	-	-	-	-	-		-	False	True	0
275	1	13058	㌂	SQUARE ANPEA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	アンペア	Square	-	-	-	-	-	-			None	SQUARED ANPEA	-	-	-	-	-		-	False	True	0
276	1	13059	㌃	SQUARE AARU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	アール	Square	-	-	-	-	-	-			None	SQUARED AARU	-	-	-	-	-		-	False	True	0
277	1	13060	㌄	SQUARE ININGU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	イニング	Square	-	-	-	-	-	-			None	SQUARED ININGU	-	-	-	-	-		-	False	True	0
278	1	13061	㌅	SQUARE INTI	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	インチ	Square	-	-	-	-	-	-			None	SQUARED INTI	-	-	-	-	-		-	False	True	0
279	1	13062	㌆	SQUARE UON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ウォン	Square	-	-	-	-	-	-			None	SQUARED UON	-	-	-	-	-		-	False	True	0
280	1	13063	㌇	SQUARE ESUKUUDO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	エスクード	Square	-	-	-	-	-	-			None	SQUARED ESUKUUDO	-	-	-	-	-		-	False	True	0
281	1	13064	㌈	SQUARE EEKAA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	エーカー	Square	-	-	-	-	-	-			None	SQUARED EEKAA	-	-	-	-	-		-	False	True	0
282	1	13065	㌉	SQUARE ONSU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	オンス	Square	-	-	-	-	-	-			None	SQUARED ONSU	-	-	-	-	-		-	False	True	0
283	1	13066	㌊	SQUARE OOMU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	オーム	Square	-	-	-	-	-	-			None	SQUARED OOMU	-	-	-	-	-		-	False	True	0
284	1	13067	㌋	SQUARE KAIRI	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	カイリ	Square	-	-	-	-	-	-			None	SQUARED KAIRI	-	-	-	-	-		-	False	True	0
285	1	13068	㌌	SQUARE KARATTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	カラット	Square	-	-	-	-	-	-			None	SQUARED KARATTO	-	-	-	-	-		-	False	True	0
286	1	13069	㌍	SQUARE KARORII	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	カロリー	Square	-	-	-	-	-	-			None	SQUARED KARORII	-	-	-	-	-		-	False	True	0
287	1	13070	㌎	SQUARE GARON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ガロン	Square	-	-	-	-	-	-			None	SQUARED GARON	-	-	-	-	-		-	False	True	0
288	1	13071	㌏	SQUARE GANMA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ガンマ	Square	-	-	-	-	-	-			None	SQUARED GANMA	-	-	-	-	-		-	False	True	0
289	1	13072	㌐	SQUARE GIGA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ギガ	Square	-	-	-	-	-	-			None	SQUARED GIGA	-	-	-	-	-		-	False	True	0
290	1	13073	㌑	SQUARE GINII	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ギニー	Square	-	-	-	-	-	-			None	SQUARED GINII	-	-	-	-	-		-	False	True	0
291	1	13074	㌒	SQUARE KYURII	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	キュリー	Square	-	-	-	-	-	-			None	SQUARED KYURII	-	-	-	-	-		-	False	True	0
292	1	13075	㌓	SQUARE GIRUDAA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ギルダー	Square	-	-	-	-	-	-			None	SQUARED GIRUDAA	-	-	-	-	-		-	False	True	0
293	1	13076	㌔	SQUARE KIRO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	キロ	Square	-	-	-	-	-	-			None	SQUARED KIRO	-	-	-	-	-		-	False	True	0
294	1	13077	㌕	SQUARE KIROGURAMU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	キログラム	Square	-	-	-	-	-	-			None	SQUARED KIROGURAMU	-	-	-	-	-		-	False	True	0
295	1	13078	㌖	SQUARE KIROMEETORU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	キロメートル	Square	-	-	-	-	-	-			None	SQUARED KIROMEETORU	-	-	-	-	-		-	False	True	0
296	1	13079	㌗	SQUARE KIROWATTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	キロワット	Square	-	-	-	-	-	-			None	SQUARED KIROWATTO	-	-	-	-	-		-	False	True	0
297	1	13080	㌘	SQUARE GURAMU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	グラム	Square	-	-	-	-	-	-			None	SQUARED GURAMU	-	-	-	-	-		-	False	True	0
298	1	13081	㌙	SQUARE GURAMUTON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	グラムトン	Square	-	-	-	-	-	-			None	SQUARED GURAMUTON	-	-	-	-	-		-	False	True	0
299	1	13082	㌚	SQUARE KURUZEIRO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	クルゼイロ	Square	-	-	-	-	-	-			None	SQUARED KURUZEIRO	-	-	-	-	-		-	False	True	0
300	1	13083	㌛	SQUARE KUROONE	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	クローネ	Square	-	-	-	-	-	-			None	SQUARED KUROONE	-	-	-	-	-		-	False	True	0
301	1	13084	㌜	SQUARE KEESU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ケース	Square	-	-	-	-	-	-			None	SQUARED KEESU	-	-	-	-	-		-	False	True	0
302	1	13085	㌝	SQUARE KORUNA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	コルナ	Square	-	-	-	-	-	-			None	SQUARED KORUNA	-	-	-	-	-		-	False	True	0
303	1	13086	㌞	SQUARE KOOPO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	コーポ	Square	-	-	-	-	-	-			None	SQUARED KOOPO	-	-	-	-	-		-	False	True	0
304	1	13087	㌟	SQUARE SAIKURU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	サイクル	Square	-	-	-	-	-	-			None	SQUARED SAIKURU	-	-	-	-	-		-	False	True	0
305	1	13088	㌠	SQUARE SANTIIMU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	サンチーム	Square	-	-	-	-	-	-			None	SQUARED SANTIIMU	-	-	-	-	-		-	False	True	0
306	1	13089	㌡	SQUARE SIRINGU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	シリング	Square	-	-	-	-	-	-			None	SQUARED SIRINGU	-	-	-	-	-		-	False	True	0
307	1	13090	㌢	SQUARE SENTI	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	センチ	Square	-	-	-	-	-	-			None	SQUARED SENTI	-	-	-	-	-		-	False	True	0
308	1	13091	㌣	SQUARE SENTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	セント	Square	-	-	-	-	-	-			None	SQUARED SENTO	-	-	-	-	-		-	False	True	0
309	1	13092	㌤	SQUARE DAASU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ダース	Square	-	-	-	-	-	-			None	SQUARED DAASU	-	-	-	-	-		-	False	True	0
310	1	13093	㌥	SQUARE DESI	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	デシ	Square	-	-	-	-	-	-			None	SQUARED DESI	-	-	-	-	-		-	False	True	0
311	1	13094	㌦	SQUARE DORU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ドル	Square	-	-	-	-	-	-			None	SQUARED DORU	-	-	-	-	-		-	False	True	0
312	1	13095	㌧	SQUARE TON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	トン	Square	-	-	-	-	-	-			None	SQUARED TON	-	-	-	-	-		-	False	True	0
313	1	13096	㌨	SQUARE NANO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ナノ	Square	-	-	-	-	-	-			None	SQUARED NANO	-	-	-	-	-		-	False	True	0
314	1	13097	㌩	SQUARE NOTTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ノット	Square	-	-	-	-	-	-			None	SQUARED NOTTO	-	-	-	-	-		-	False	True	0
315	1	13098	㌪	SQUARE HAITU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ハイツ	Square	-	-	-	-	-	-			None	SQUARED HAITU	-	-	-	-	-		-	False	True	0
316	1	13099	㌫	SQUARE PAASENTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	パーセント	Square	-	-	-	-	-	-			None	SQUARED PAASENTO	-	-	-	-	-		-	False	True	0
317	1	13100	㌬	SQUARE PAATU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	パーツ	Square	-	-	-	-	-	-			None	SQUARED PAATU	-	-	-	-	-		-	False	True	0
318	1	13101	㌭	SQUARE BAARERU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	バーレル	Square	-	-	-	-	-	-			None	SQUARED BAARERU	-	-	-	-	-		-	False	True	0
319	1	13102	㌮	SQUARE PIASUTORU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ピアストル	Square	-	-	-	-	-	-			None	SQUARED PIASUTORU	-	-	-	-	-		-	False	True	0
320	1	13103	㌯	SQUARE PIKURU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ピクル	Square	-	-	-	-	-	-			None	SQUARED PIKURU	-	-	-	-	-		-	False	True	0
321	1	13104	㌰	SQUARE PIKO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ピコ	Square	-	-	-	-	-	-			None	SQUARED PIKO	-	-	-	-	-		-	False	True	0
322	1	13105	㌱	SQUARE BIRU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ビル	Square	-	-	-	-	-	-			None	SQUARED BIRU	-	-	-	-	-		-	False	True	0
323	1	13106	㌲	SQUARE HUARADDO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ファラッド	Square	-	-	-	-	-	-			None	SQUARED HUARADDO	-	-	-	-	-		-	False	True	0
324	1	13107	㌳	SQUARE HUIITO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	フィート	Square	-	-	-	-	-	-			None	SQUARED HUIITO	-	-	-	-	-		-	False	True	0
325	1	13108	㌴	SQUARE BUSSYERU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ブッシェル	Square	-	-	-	-	-	-			None	SQUARED BUSSYERU	-	-	-	-	-		-	False	True	0
326	1	13109	㌵	SQUARE HURAN	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	フラン	Square	-	-	-	-	-	-			None	SQUARED HURAN	-	-	-	-	-		-	False	True	0
327	1	13110	㌶	SQUARE HEKUTAARU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ヘクタール	Square	-	-	-	-	-	-			None	SQUARED HEKUTAARU	-	-	-	-	-		-	False	True	0
328	1	13111	㌷	SQUARE PESO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ペソ	Square	-	-	-	-	-	-			None	SQUARED PESO	-	-	-	-	-		-	False	True	0
329	1	13112	㌸	SQUARE PENIHI	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ペニヒ	Square	-	-	-	-	-	-			None	SQUARED PENIHI	-	-	-	-	-		-	False	True	0
330	1	13113	㌹	SQUARE HERUTU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ヘルツ	Square	-	-	-	-	-	-			None	SQUARED HERUTU	-	-	-	-	-		-	False	True	0
331	1	13114	㌺	SQUARE PENSU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ペンス	Square	-	-	-	-	-	-			None	SQUARED PENSU	-	-	-	-	-		-	False	True	0
332	1	13115	㌻	SQUARE PEEZI	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ページ	Square	-	-	-	-	-	-			None	SQUARED PEEZI	-	-	-	-	-		-	False	True	0
333	1	13116	㌼	SQUARE BEETA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ベータ	Square	-	-	-	-	-	-			None	SQUARED BEETA	-	-	-	-	-		-	False	True	0
334	1	13117	㌽	SQUARE POINTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ポイント	Square	-	-	-	-	-	-			None	SQUARED POINTO	-	-	-	-	-		-	False	True	0
335	1	13118	㌾	SQUARE BORUTO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ボルト	Square	-	-	-	-	-	-			None	SQUARED BORUTO	-	-	-	-	-		-	False	True	0
336	1	13119	㌿	SQUARE HON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ホン	Square	-	-	-	-	-	-			None	SQUARED HON	-	-	-	-	-		-	False	True	0
337	1	13120	㍀	SQUARE PONDO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ポンド	Square	-	-	-	-	-	-			None	SQUARED PONDO	-	-	-	-	-		-	False	True	0
338	1	13121	㍁	SQUARE HOORU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ホール	Square	-	-	-	-	-	-			None	SQUARED HOORU	-	-	-	-	-		-	False	True	0
339	1	13122	㍂	SQUARE HOON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ホーン	Square	-	-	-	-	-	-			None	SQUARED HOON	-	-	-	-	-		-	False	True	0
340	1	13123	㍃	SQUARE MAIKURO	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	マイクロ	Square	-	-	-	-	-	-			None	SQUARED MAIKURO	-	-	-	-	-		-	False	True	0
341	1	13124	㍄	SQUARE MAIRU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	マイル	Square	-	-	-	-	-	-			None	SQUARED MAIRU	-	-	-	-	-		-	False	True	0
342	1	13125	㍅	SQUARE MAHHA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	マッハ	Square	-	-	-	-	-	-			None	SQUARED MAHHA	-	-	-	-	-		-	False	True	0
343	1	13126	㍆	SQUARE MARUKU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	マルク	Square	-	-	-	-	-	-			None	SQUARED MARUKU	-	-	-	-	-		-	False	True	0
344	1	13127	㍇	SQUARE MANSYON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	マンション	Square	-	-	-	-	-	-			None	SQUARED MANSYON	-	-	-	-	-		-	False	True	0
345	1	13128	㍈	SQUARE MIKURON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ミクロン	Square	-	-	-	-	-	-			None	SQUARED MIKURON	-	-	-	-	-		-	False	True	0
346	1	13129	㍉	SQUARE MIRI	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ミリ	Square	-	-	-	-	-	-			None	SQUARED MIRI	-	-	-	-	-		-	False	True	0
347	1	13130	㍊	SQUARE MIRIBAARU	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	ミリバール	Square	-	-	-	-	-	-			None	SQUARED MIRIBAARU	-	-	-	-	-		-	False	True	0
348	1	13131	㍋	SQUARE MEGA	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	メガ	Square	-	-	-	-	-	-			None	SQUARED MEGA	-	-	-	-	-		-	False	True	0
349	1	13132	㍌	SQUARE MEGATON	-	LeftToRight	False	CJK Compatibility	NotReordered	-	OtherSymbol	メガトン	Square	-	-	-	-	-	-			None	SQUARED MEGATON	-	-	-	-	-		-	False	True	0
